#Specific heat for concentrated stream
#Temperature,K 		Specific heat,J/mole*K
0.					 	0.
0.01					0.2278036
0.02					0.4514502
0.04					0.8779584
0.06					1.2562454
0.08					1.5788286
0.10					1.858179
0.15					2.4085658
0.20					2.7203408
0.30					3.0329472
0.40					3.1875876
0.50					3.2973324
0.60					3.417054
0.70					3.5716944
0.80					3.762085
0.90					3.9774176
