#Thermal Conductivity for 3He (Niinikoski)
#Temp, K (W/m*K)
0.		0.36
0.010	0.036
0.020	0.018
0.040	0.009
0.060	0.006
0.080	0.004
0.100	0.007
0.200	0.006
0.300	0.00643
0.400	0.00686
0.500	0.00729
0.600	0.00771
0.700	0.00814
0.800	0.00857
0.900	0.009
