#Thermal Conductivity for Dilute Solution (Niinikoski)
#Temp, K (W/m*K)
0.		0.3
0.010	0.03
0.020	0.03
0.040	0.07
0.060	0.11
0.080	0.15
0.100	0.18
0.150	0.28
0.200	0.25
0.300	0.2
0.400	0.2
0.500	0.2
0.600	0.2
0.700	0.2
0.800	0.2
0.900	0.2
