#Dynamic Viscosity of 3He (Niinikoski)
#Temp,K (kg/(m*s))
0.010	0.001978
0.020	0.000520
0.040	0.000144
0.060	0.000070
0.080	0.000044
0.100	0.000031
0.150	0.000017
0.200	0.000012
0.300	0.000008
0.400	0.000006
0.500	0.000005
0.600	0.000004
0.700	0.000004
0.800	0.000004
0.900	0.000004
